,year,country_name,country_code,value,data_source,yoy_growth,growth_category,cagr_3yr
326,2014,"Bahamas, The",BHS,76.92,Original,6.833333333333336,Moderate Growth,5.773117890624446
327,2015,"Bahamas, The",BHS,78.0,Original,1.4040561622464809,Stable,2.824008603399042
328,2016,"Bahamas, The",BHS,80.0,Original,2.564102564102555,Stable,3.5744168651286268
329,2017,"Bahamas, The",BHS,80.6,Original,0.749999999999984,Stable,1.5699539177707944
330,2018,"Bahamas, The",BHS,83.0,Original,2.977667493796532,Stable,2.0926546307085125
331,2019,"Bahamas, The",BHS,90.6933,Original,9.269036144578301,Moderate Growth,4.270567973364181
332,2020,"Bahamas, The",BHS,92.4437,Original,1.9300212915397408,Stable,4.6760740862934025
333,2021,"Bahamas, The",BHS,93.7667,Original,1.4311413325083233,Stable,4.149417781142284
334,2022,"Bahamas, The",BHS,94.4117,Original,0.6878774660940445,Stable,1.3483939844040949
335,2023,"Bahamas, The",BHS,100.0,Imputed,5.919075707777743,Moderate Growth,2.65361002410478
336,2000,Bahrain,BHR,6.15373,Original,,,
337,2001,Bahrain,BHR,15.0386,Original,144.3818627076586,High Growth,
338,2002,Bahrain,BHR,18.0507,Original,20.029125051534045,High Growth,
339,2003,Bahrain,BHR,21.5549,Original,19.41309755300349,Moderate Growth,51.86902042125992
340,2004,Bahrain,BHR,21.4587,Original,-0.446302232902962,Stable,12.5810599953174
341,2005,Bahrain,BHR,21.3037,Original,-0.7223177545704118,Stable,5.678586669142338
342,2006,Bahrain,BHR,28.244,Original,32.5779090017227,High Growth,9.427563693424856
343,2007,Bahrain,BHR,32.91,Original,16.520322900439012,Moderate Growth,15.320935827921755
344,2008,Bahrain,BHR,51.95,Original,57.85475539349745,High Growth,34.59951801296617
345,2009,Bahrain,BHR,53.0,Original,2.02117420596728,Stable,23.343581729346763
346,2010,Bahrain,BHR,55.0,Original,3.7735849056603765,Stable,18.67109118398762
347,2011,Bahrain,BHR,77.0,Original,39.99999999999999,High Growth,14.016680069555765
348,2012,Bahrain,BHR,88.0,Original,14.28571428571428,Moderate Growth,18.413786175354208
349,2013,Bahrain,BHR,90.0,Original,2.2727272727272707,Stable,17.840146380897437
350,2014,Bahrain,BHR,90.5031,Original,0.5589999999999984,Stable,5.533638115343487
351,2015,Bahrain,BHR,93.4783,Original,3.287401205041607,Stable,2.03348282701723
352,2016,Bahrain,BHR,98.0,Original,4.837165417000522,Stable,2.879265605286152
353,2017,Bahrain,BHR,95.8781,Original,-2.1652040816326545,Stable,1.9417272825391407
354,2018,Bahrain,BHR,98.6447,Original,2.8855390334184827,Stable,1.8093466039705408
355,2019,Bahrain,BHR,99.7015,Original,1.07131959446376,Stable,0.575424017589854
356,2020,Bahrain,BHR,99.671,Original,-0.030591315075489955,Stable,1.3016374705347333
357,2021,Bahrain,BHR,100.0,Original,0.33008598288368773,Stable,0.4558920486488427
358,2022,Bahrain,BHR,100.0,Original,0.0,Stable,0.09969846584807485
359,2023,Bahrain,BHR,100.0,Original,0.0,Stable,0.10990781941830896
360,2000,Bangladesh,BGD,0.0710394,Original,,,
361,2001,Bangladesh,BGD,0.129808,Original,82.72676852563508,High Growth,
362,2002,Bangladesh,BGD,0.13992,Original,7.789966720078878,Moderate Growth,
363,2003,Bangladesh,BGD,0.163878,Original,17.12264150943397,Moderate Growth,32.1317306736838
364,2004,Bangladesh,BGD,0.199036,Original,21.453764385701547,High Growth,15.312589655229969
365,2005,Bangladesh,BGD,0.241637,Original,21.403665668522276,High Growth,19.976046348585786
366,2006,Bangladesh,BGD,1.0,Original,200.0,High Growth,82.73698211539524
367,2007,Bangladesh,BGD,1.8,Original,80.0,High Growth,100.0
368,2008,Bangladesh,BGD,2.5,Original,38.888888888888886,High Growth,100.0
369,2009,Bangladesh,BGD,3.1,Original,24.0,High Growth,45.80997358267116
370,2010,Bangladesh,BGD,3.7,Original,19.354838709677423,Moderate Growth,27.14806043088529
371,2011,Bangladesh,BGD,4.5,Original,21.62162162162162,High Growth,21.644039911467992
372,2012,Bangladesh,BGD,5.0,Original,11.111111111111116,Moderate Growth,17.274278614910866
373,2013,Bangladesh,BGD,6.63,Original,32.60000000000001,High Growth,21.461116267209658
374,2014,Bangladesh,BGD,11.9,Original,79.48717948717949,High Growth,38.28597917878507
375,2015,Bangladesh,BGD,12.9,Original,8.403361344537807,Moderate Growth,37.15339700741747
376,2016,Bangladesh,BGD,18.1,Original,40.31007751937985,High Growth,39.76175607497523
377,2017,Bangladesh,BGD,21.5,Original,18.78453038674033,Moderate Growth,21.795291593420995
378,2018,Bangladesh,BGD,25.6,Original,19.069767441860463,Moderate Growth,25.665699110047925
379,2019,Bangladesh,BGD,30.4,Original,18.74999999999998,Moderate Growth,18.868012951099722
380,2020,Bangladesh,BGD,36.1091,Original,18.779934210526307,Moderate Growth,18.866479795846082
381,2021,Bangladesh,BGD,38.9174,Original,7.7772639030050605,Moderate Growth,14.983260008223409
382,2022,Bangladesh,BGD,41.6152,Original,6.932117767373969,Moderate Growth,11.034890220465176
383,2023,Bangladesh,BGD,44.5027,Original,6.938570522309151,Moderate Growth,7.2152507280971
384,2000,Barbados,BRB,3.97368,Original,,,
385,2001,Barbados,BRB,11.9365,Original,200.0,High Growth,
386,2002,Barbados,BRB,27.8363,Original,100.0,High Growth,
387,2003,Barbados,BRB,39.6896,Original,42.58216788869209,High Growth,100.0
388,2004,Barbados,BRB,49.8,Original,25.47367572361525,High Growth,60.98451868260175
389,2005,Barbados,BRB,52.5,Original,5.421686746987953,Moderate Growth,23.551853507828667
390,2006,Barbados,BRB,55.3,Original,5.333333333333323,Moderate Growth,11.690474616326284
391,2007,Barbados,BRB,58.2,Original,5.244122965641962,Moderate Growth,5.333022737905702
392,2008,Barbados,BRB,61.4,Original,5.498281786941583,Moderate Growth,5.358526768960892
393,2009,Barbados,BRB,64.7,Original,5.374592833876224,Moderate Growth,5.372281429503256
394,2010,Barbados,BRB,65.1,Original,0.6182380216383176,Stable,3.8052538054684115
395,2011,Barbados,BRB,66.5,Original,2.1505376344086002,Stable,2.6954237786433355
396,2012,Barbados,BRB,71.2,Original,7.067669172932334,Moderate Growth,3.2425139357608934
397,2013,Barbados,BRB,71.8,Original,0.8426966292134797,Stable,3.3192278622527827
398,2014,Barbados,BRB,71.9,Original,0.1392757660167332,Stable,2.636637367075423
399,2015,Barbados,BRB,72.0,Original,0.13908205841446364,Stable,0.3731377853822604
400,2016,Barbados,BRB,72.2,Original,0.2777777777777768,Stable,0.18535723602697285
401,2017,Barbados,BRB,72.3,Original,0.13850415512464131,Stable,0.18509991337698484
402,2018,Barbados,BRB,72.4,Original,0.13831258644538824,Stable,0.18484330419579198
403,2019,Barbados,BRB,72.6,Original,0.2762430939226457,Stable,0.18433221440328218
404,2020,Barbados,BRB,72.6766,Original,0.10550964187328038,Stable,0.1733278013437145
405,2021,Barbados,BRB,74.8596,Original,3.0037178404053178,Stable,1.11982561977082
406,2022,Barbados,BRB,76.2053,Original,1.7976318334588903,Stable,1.6286567571760502
407,2023,Barbados,BRB,89.34872545454527,Imputed,17.247390213732228,Moderate Growth,7.126747653259491
408,2000,Belarus,BLR,1.8604,Original,,,
409,2001,Belarus,BLR,4.30062,Original,131.1664158245539,High Growth,
410,2002,Belarus,BLR,8.95097,Original,108.13208328101527,High Growth,
411,2003,Belarus,BLR,8.196527401534695,Imputed,-8.428612747727959,Moderate Decline,63.936070671861735
412,2004,Belarus,BLR,12.592323991422745,Imputed,53.62998712192426,High Growth,43.062213291553505
413,2005,Belarus,BLR,16.988120581312614,Imputed,34.90854105154906,High Growth,23.810766172438935
414,2006,Belarus,BLR,16.2,Original,-4.639245274604232,Stable,25.495563550122302
415,2007,Belarus,BLR,19.7,Original,21.604938271604944,High Growth,16.08785294973456
416,2008,Belarus,BLR,23.0,Original,16.75126903553299,Moderate Growth,10.626923175353076
417,2009,Belarus,BLR,27.43,Original,19.260869565217398,Moderate Growth,19.1892071980988
418,2010,Belarus,BLR,31.8,Original,15.931461903025879,Moderate Growth,17.306019405043173
419,2011,Belarus,BLR,39.6489,Original,24.682075471698095,High Growth,19.90421099718327
420,2012,Belarus,BLR,46.91,Original,18.313496717437296,Moderate Growth,19.585872119948622
421,2013,Belarus,BLR,54.17,Original,15.476444254956313,Moderate Growth,19.429213389114896
422,2014,Belarus,BLR,59.0163,Original,8.946464832933355,Moderate Growth,14.177433960655627
423,2015,Belarus,BLR,62.2304,Original,5.446122511916207,Moderate Growth,9.87841511224019
424,2016,Belarus,BLR,71.113,Original,14.273731166760939,Moderate Growth,9.495613579526886
425,2017,Belarus,BLR,74.4364,Original,4.673407112623584,Stable,8.044947040246942
426,2018,Belarus,BLR,79.1299,Original,6.3053828503259135,Moderate Growth,8.337632682156993
427,2019,Belarus,BLR,82.7892,Original,4.624421362847664,Stable,5.198180546315823
428,2020,Belarus,BLR,85.0879,Original,2.7765698907587177,Stable,4.558854039624061
429,2021,Belarus,BLR,86.8884,Original,2.1160470525186215,Stable,3.1669032044570278
430,2022,Belarus,BLR,89.5073,Original,3.0140962429967555,Stable,2.6348669357258325
431,2023,Belarus,BLR,91.5125,Original,2.240264201914255,Stable,2.456033426605342
432,2000,Belgium,BEL,29.4317,Original,,,
433,2001,Belgium,BEL,31.2884,Original,6.308504095923784,Moderate Growth,
434,2002,Belgium,BEL,46.33,Original,48.07404661152375,High Growth,
435,2003,Belgium,BEL,49.97,Original,7.856680336714872,Moderate Growth,19.297497559441123
436,2004,Belgium,BEL,53.86,Original,7.784670802481486,Moderate Growth,19.847137252384428
437,2005,Belgium,BEL,55.82,Original,3.639064240623835,Stable,6.40838308690177
438,2006,Belgium,BEL,61.9819,Original,11.038874955213185,Moderate Growth,7.444744759131061
439,2007,Belgium,BEL,66.7604,Original,7.7095087436816145,Moderate Growth,7.419763946109503
440,2008,Belgium,BEL,68.8573,Original,3.140933847011085,Stable,7.24738683489492
441,2009,Belgium,BEL,74.5441,Original,8.258819326345934,Moderate Growth,6.34476851157959
442,2010,Belgium,BEL,77.6398,Original,4.152843752892577,Stable,5.161109454282142
443,2011,Belgium,BEL,81.61,Original,5.113614409104605,Moderate Growth,5.827319535659137
444,2012,Belgium,BEL,80.72,Original,-1.0905526283543687,Stable,2.688692895236655
445,2013,Belgium,BEL,82.1702,Original,1.7965807730426109,Stable,1.908398974381642
446,2014,Belgium,BEL,85.0012,Original,3.4452879511063683,Stable,1.3663696788254631
447,2015,Belgium,BEL,85.0529,Original,0.06082267073876935,Stable,1.7581784781692367
448,2016,Belgium,BEL,86.5165,Original,1.7208114009046094,Stable,1.7329252821383312
449,2017,Belgium,BEL,87.6797,Original,1.3444834222373858,Stable,1.0395335822779739
450,2018,Belgium,BEL,88.6473,Original,1.1035621700347997,Stable,1.3893009664929679
451,2019,Belgium,BEL,90.2754,Original,1.8366041605328176,Stable,1.4277581738684653
452,2020,Belgium,BEL,91.5264,Original,1.3857595756983532,Stable,1.441526328204401
453,2021,Belgium,BEL,92.7887,Original,1.379164918537179,Stable,1.5336173738518921
454,2022,Belgium,BEL,94.0078,Original,1.3138453281487994,Stable,1.3595847430269759
455,2023,Belgium,BEL,94.6263,Original,0.6579241296998717,Stable,1.1164528271091934
456,2000,Belize,BLZ,5.96384,Original,,,
457,2001,Belize,BLZ,4.782253914436296,Imputed,-19.812504788252262,Moderate Decline,
458,2002,Belize,BLZ,5.68425,Original,18.86131731401437,Moderate Growth,
459,2003,Belize,BLZ,10.318583368793952,Imputed,81.52937271924974,High Growth,20.050700342433192
460,2004,Belize,BLZ,9.8,Original,-5.025722526623966,Moderate Decline,27.017769333790675
461,2005,Belize,BLZ,17.0,Original,73.46938775510203,High Growth,44.076091020433836
462,2006,Belize,BLZ,24.0,Original,41.176470588235304,High Growth,32.494257215297125
463,2007,Belize,BLZ,24.6,Original,2.5000000000000133,Stable,35.905284427230065
464,2008,Belize,BLZ,26.3,Original,6.910569105691056,Moderate Growth,15.65620621765975
465,2009,Belize,BLZ,27.2,Original,3.4220532319391594,Stable,4.260360145884445
466,2010,Belize,BLZ,28.2,Original,3.6764705882353033,Stable,4.6577355357732
467,2011,Belize,BLZ,30.7,Original,8.865248226950362,Moderate Growth,5.291717285751507
468,2012,Belize,BLZ,31.0,Original,0.9771986970684043,Stable,4.455408043615083
469,2013,Belize,BLZ,33.6,Original,8.387096774193559,Moderate Growth,6.014041147633864
470,2014,Belize,BLZ,38.7,Original,15.178571428571441,Moderate Growth,8.024980481787969
471,2015,Belize,BLZ,41.59,Original,7.467700258397936,Moderate Growth,10.291592829967588
472,2016,Belize,BLZ,44.5757,Original,7.178889156047119,Moderate Growth,9.88024813897599
473,2017,Belize,BLZ,47.0826,Original,5.623916169572207,Moderate Growth,6.753754378768018
474,2018,Belize,BLZ,49.8,Original,5.771558919855746,Moderate Growth,6.189149102684199
475,2019,Belize,BLZ,53.3,Original,7.028112449799195,Moderate Growth,6.1393309465328505
476,2020,Belize,BLZ,57.0987,Original,7.127016885553483,Moderate Growth,6.6404398434342315
477,2021,Belize,BLZ,65.0198,Original,13.872645086490598,Moderate Growth,9.29629214348311
478,2022,Belize,BLZ,70.354,Original,8.203962485273708,Moderate Growth,9.695091600033878
479,2023,Belize,BLZ,65.68187791237688,Imputed,-6.64087626520613,Moderate Decline,4.778725997398592
480,2000,Benin,BEN,0.225248,Original,,,
481,2001,Benin,BEN,0.363418,Original,61.34127717005258,High Growth,
482,2002,Benin,BEN,0.702946,Original,93.42630249464801,High Growth,
483,2003,Benin,BEN,0.951327,Original,35.334293103595456,High Growth,61.64277333144395
484,2004,Benin,BEN,1.18254,Original,24.304261310779562,High Growth,48.184621534598946
485,2005,Benin,BEN,1.27103,Original,7.483044970994657,Moderate Growth,21.827298085581237
486,2006,Benin,BEN,1.53785,Original,20.99242346758139,High Growth,17.36214850912394
487,2007,Benin,BEN,1.79,Original,16.39626751633776,Moderate Growth,14.818639626368824
488,2008,Benin,BEN,1.85,Original,3.3519553072625774,Stable,13.328370002550916
489,2009,Benin,BEN,2.24,Original,21.081081081081088,High Growth,13.35604382829516
490,2010,Benin,BEN,3.13,Original,39.73214285714284,High Growth,20.475046386276617
491,2011,Benin,BEN,4.14832,Original,32.53418530351438,High Growth,30.888103176248684
492,2012,Benin,BEN,4.5,Original,8.47764878312185,Moderate Growth,26.179314930498055
493,2013,Benin,BEN,4.9,Original,8.888888888888902,Moderate Growth,16.11382029905215
494,2014,Benin,BEN,6.0,Original,22.448979591836714,High Growth,13.09055446423477
495,2015,Benin,BEN,11.255,Original,87.58333333333334,High Growth,35.74098464885582
496,2016,Benin,BEN,14.5,Original,28.83163038649488,High Growth,43.567886610378935
497,2017,Benin,BEN,18.7,Original,28.965517241379303,High Growth,46.07081487853182
498,2018,Benin,BEN,19.0,Original,1.6042780748663166,Stable,19.070095112470042
499,2019,Benin,BEN,20.5,Original,7.8947368421052655,Moderate Growth,12.23507977934435
500,2020,Benin,BEN,22.1206,Original,7.90536585365853,Moderate Growth,5.759266974827315
501,2021,Benin,BEN,30.7419,Original,38.97407846080125,High Growth,17.397550338940924
502,2022,Benin,BEN,33.7602,Original,9.818196012608183,Moderate Growth,18.091067887233425
503,2023,Benin,BEN,25.20888231225308,Imputed,-25.329582430634055,Significant Decline,4.452513724582818
504,2000,Bermuda,BMU,42.9499,Original,,,
505,2001,Bermuda,BMU,47.5097,Original,10.616555568231822,Moderate Growth,
506,2002,Bermuda,BMU,52.0316,Original,9.517845829377979,Moderate Growth,
507,2003,Bermuda,BMU,56.522,Original,8.630140145603837,Moderate Growth,9.585170558914324
508,2004,Bermuda,BMU,60.9909,Original,7.906478893174351,Moderate Growth,8.68282485770524
509,2005,Bermuda,BMU,65.4471,Original,7.306335863218938,Moderate Growth,7.946295345677745
510,2006,Bermuda,BMU,69.8997,Original,6.803357215216543,Moderate Growth,7.337777090649911
511,2007,Bermuda,BMU,74.3506,Original,6.367552364316298,Moderate Growth,6.825059945582557
512,2008,Bermuda,BMU,82.3,Original,10.691776529039432,Moderate Growth,7.936867314860896
513,2009,Bermuda,BMU,83.25,Original,1.1543134872417982,Stable,5.999295000003757
514,2010,Bermuda,BMU,84.21,Original,1.1531531531531414,Stable,4.23807837914052
515,2011,Bermuda,BMU,88.336,Original,4.899655622847643,Stable,2.387270355257942
516,2012,Bermuda,BMU,91.2993,Original,3.3545779750045357,Stable,3.1243130412520914
517,2013,Bermuda,BMU,95.3,Original,4.381961307479898,Stable,4.210083630973505
518,2014,Bermuda,BMU,96.8,Original,1.5739769150052485,Stable,3.0969638746753736
519,2015,Bermuda,BMU,98.3236,Original,1.5739669421487523,Stable,2.501473325458825
520,2016,Bermuda,BMU,98.0,Original,-0.3291173227994104,Stable,0.9356052770308043
521,2017,Bermuda,BMU,98.37,Original,0.37755102040817334,Stable,0.5377368168912433
522,2018,Bermuda,BMU,100.0,Imputed,1.6570092507878442,Stable,0.5651277315458003
523,2019,Bermuda,BMU,100.0,Imputed,0.0,Stable,0.6756961723555888
524,2020,Bermuda,BMU,100.0,Imputed,0.0,Stable,0.5493134392926313
525,2021,Bermuda,BMU,100.0,Imputed,0.0,Stable,0.0
526,2022,Bermuda,BMU,100.0,Imputed,0.0,Stable,0.0
527,2023,Bermuda,BMU,100.0,Imputed,0.0,Stable,0.0
528,2000,Bhutan,BTN,0.400944,Original,,,
529,2001,Bhutan,BTN,0.864629,Original,115.64831996488287,High Growth,
530,2002,Bhutan,BTN,1.6758,Original,93.81723259340133,High Growth,
531,2003,Bhutan,BTN,2.43691,Original,45.41771094402674,High Growth,82.49540072372403
532,2004,Bhutan,BTN,3.15698,Original,29.54848558215115,High Growth,53.98580138950264
533,2005,Bhutan,BTN,3.84711,Original,21.86044891003427,High Growth,31.918024604428098
534,2006,Bhutan,BTN,4.51832,Original,17.447122645310387,Moderate Growth,22.851132726922607
535,2007,Bhutan,BTN,5.92,Original,31.0221498255989,High Growth,23.315203906292048
536,2008,Bhutan,BTN,6.55,Original,10.641891891891886,Moderate Growth,19.408588657958205
537,2009,Bhutan,BTN,7.17,Original,9.465648854961838,Moderate Growth,16.639967514100707
538,2010,Bhutan,BTN,13.6,Original,89.6792189679219,High Growth,31.948887796482172
539,2011,Bhutan,BTN,14.4,Original,5.882352941176472,Moderate Growth,30.02905233221704
540,2012,Bhutan,BTN,15.6,Original,8.333333333333325,Moderate Growth,29.57915620123279
541,2013,Bhutan,BTN,22.4,Original,43.58974358974359,High Growth,18.096321418390836
542,2014,Bhutan,BTN,30.3,Original,35.26785714285716,High Growth,28.14255493482365
543,2015,Bhutan,BTN,39.8,Original,31.353135313531343,High Growth,36.642612849522635
544,2016,Bhutan,BTN,46.5,Original,16.83417085427137,Moderate Growth,27.566011843387006
545,2017,Bhutan,BTN,54.3,Original,16.774193548387096,Moderate Growth,21.465348446120935
546,2018,Bhutan,BTN,63.5,Original,16.94290976058932,Moderate Growth,16.85040385836618
547,2019,Bhutan,BTN,74.1794,Original,16.81795275590552,Moderate Growth,16.844996824263838
548,2020,Bhutan,BTN,76.8508,Original,3.6012693551039865,Stable,12.274945880573696
549,2021,Bhutan,BTN,85.6369,Original,11.432672138741552,Moderate Growth,10.483071010701073
550,2022,Bhutan,BTN,86.8403,Original,1.4052353599908418,Stable,5.393218279098999
