,year,country_name,country_code,internet_usage,data_source_x,yoy_growth,growth_category,cagr_3yr,gdp_per_capita,data_source_y,region,incomegroup,specialnotes,tablename
78,2006,American Samoa,ASM,38.22598811736259,Imputed,0.0,Stable,0.0,8745.166211,Original,East Asia & Pacific,High income,,American Samoa
79,2007,American Samoa,ASM,38.22598811736259,Imputed,0.0,Stable,0.0,9231.372409,Original,East Asia & Pacific,High income,,American Samoa
80,2008,American Samoa,ASM,38.22598811736259,Imputed,0.0,Stable,0.0,10030.80891,Original,East Asia & Pacific,High income,,American Samoa
81,2009,American Samoa,ASM,38.22598811736259,Imputed,0.0,Stable,0.0,12156.02939,Original,East Asia & Pacific,High income,,American Samoa
82,2010,American Samoa,ASM,38.22598811736259,Imputed,0.0,Stable,0.0,10375.17201,Original,East Asia & Pacific,High income,,American Samoa
83,2011,American Samoa,ASM,38.22598811736259,Imputed,0.0,Stable,0.0,10383.45933,Original,East Asia & Pacific,High income,,American Samoa
84,2012,American Samoa,ASM,38.22598811736259,Imputed,0.0,Stable,0.0,11745.48992,Original,East Asia & Pacific,High income,,American Samoa
85,2013,American Samoa,ASM,38.22598811736259,Imputed,0.0,Stable,0.0,11813.5022,Original,East Asia & Pacific,High income,,American Samoa
86,2014,American Samoa,ASM,38.22598811736259,Imputed,0.0,Stable,0.0,12026.33449,Original,East Asia & Pacific,High income,,American Samoa
87,2015,American Samoa,ASM,38.22598811736259,Imputed,0.0,Stable,0.0,12727.41027,Original,East Asia & Pacific,High income,,American Samoa
88,2016,American Samoa,ASM,38.22598811736259,Imputed,0.0,Stable,0.0,12843.33429,Original,East Asia & Pacific,High income,,American Samoa
89,2017,American Samoa,ASM,38.22598811736259,Imputed,0.0,Stable,0.0,11863.68395,Original,East Asia & Pacific,High income,,American Samoa
90,2018,American Samoa,ASM,38.22598811736259,Imputed,0.0,Stable,0.0,12552.05469,Original,East Asia & Pacific,High income,,American Samoa
91,2019,American Samoa,ASM,38.22598811736259,Imputed,0.0,Stable,0.0,12886.13595,Original,East Asia & Pacific,High income,,American Samoa
92,2020,American Samoa,ASM,38.22598811736259,Imputed,0.0,Stable,0.0,14489.25866,Original,East Asia & Pacific,High income,,American Samoa
93,2021,American Samoa,ASM,38.22598811736259,Imputed,0.0,Stable,0.0,15236.16049,Original,East Asia & Pacific,High income,,American Samoa
94,2022,American Samoa,ASM,38.22598811736259,Imputed,0.0,Stable,0.0,18017.45894,Original,East Asia & Pacific,High income,,American Samoa
95,2023,American Samoa,ASM,38.22598811736259,Imputed,0.0,Stable,0.0,100.0,Imputed,East Asia & Pacific,High income,,American Samoa
96,2000,Andorra,AND,10.5388,Original,,,,21810.24874,Original,Europe & Central Asia,High income,,Andorra
97,2001,Andorra,AND,26.8912957215407,Imputed,100.0,High Growth,,23511.29515,Original,Europe & Central Asia,High income,,Andorra
98,2002,Andorra,AND,11.2605,Original,-58.12585560546264,Significant Decline,,26528.13016,Original,Europe & Central Asia,High income,,Andorra
99,2003,Andorra,AND,13.5464,Original,20.30016429110608,High Growth,8.728712197369193,34063.5784,Original,Europe & Central Asia,High income,,Andorra
100,2004,Andorra,AND,26.838,Original,98.11905746176106,High Growth,-0.0661068544885234,39021.12781,Original,Europe & Central Asia,High income,,Andorra
101,2005,Andorra,AND,37.6058,Original,40.12146955808929,High Growth,49.4740214792263,40829.80188,Original,Europe & Central Asia,High income,,Andorra
102,2006,Andorra,AND,48.9368,Original,30.13099043232692,High Growth,53.43951742579485,43467.21099,Original,Europe & Central Asia,High income,,Andorra
103,2007,Andorra,AND,70.87,Original,44.81944058459075,High Growth,38.21995950697925,48336.22833,Original,Europe & Central Asia,High income,,Andorra
104,2008,Andorra,AND,70.04,Original,-1.1711584591505564,Stable,23.035499044984363,49132.51571,Original,Europe & Central Asia,High income,,Andorra
105,2009,Andorra,AND,78.53,Original,12.12164477441462,Moderate Growth,17.075676713120558,43975.01837,Original,Europe & Central Asia,High income,,Andorra
106,2010,Andorra,AND,81.0,Original,3.1452947917993024,Stable,4.5540504218007705,42746.83095,Original,Europe & Central Asia,High income,,Andorra
107,2011,Andorra,AND,81.0,Original,0.0,Stable,4.965431107892204,46657.15612,Original,Europe & Central Asia,High income,,Andorra
108,2012,Andorra,AND,82.7,Original,2.0987654320987703,Stable,1.7395870864460594,41500.54358,Original,Europe & Central Asia,High income,,Andorra
109,2013,Andorra,AND,84.4,Original,2.055622732769047,Stable,1.380044126030966,42470.31612,Original,Europe & Central Asia,High income,,Andorra
110,2014,Andorra,AND,86.1,Original,2.014218009478652,Stable,2.05619622045512,44369.65969,Original,Europe & Central Asia,High income,,Andorra
111,2015,Andorra,AND,87.9,Original,2.0905923344947785,Stable,2.053472917819388,38654.93472,Original,Europe & Central Asia,High income,,Andorra
112,2016,Andorra,AND,89.7,Original,2.0477815699658564,Stable,2.050859185002585,40129.8192,Original,Europe & Central Asia,High income,,Andorra
113,2017,Andorra,AND,91.5675,Original,2.081939799331089,Stable,2.0734362278322926,40672.99433,Original,Europe & Central Asia,High income,,Andorra
114,2018,Andorra,AND,95.53968129623443,Imputed,4.337981594162188,Stable,2.8170102274795994,42819.77458,Original,Europe & Central Asia,High income,,Andorra
115,2019,Andorra,AND,90.7187,Original,-5.046051264590579,Moderate Decline,0.3771340677743318,41257.80458,Original,Europe & Central Asia,High income,,Andorra
116,2020,Andorra,AND,93.2056,Original,2.7413311698690546,Stable,0.5927968103786707,37361.09007,Original,Europe & Central Asia,High income,,Andorra
117,2021,Andorra,AND,93.8975,Original,0.7423373702867497,Stable,-0.5762635401051042,42425.69968,Original,Europe & Central Asia,High income,,Andorra
118,2022,Andorra,AND,94.4855,Original,0.6262147554514375,Stable,1.3653324678214895,42414.05901,Original,Europe & Central Asia,High income,,Andorra
119,2023,Andorra,AND,100.0,Imputed,5.836345259325504,Moderate Growth,2.373133779089676,46812.44845,Original,Europe & Central Asia,High income,,Andorra
120,2000,Angola,AGO,0.105046,Original,,,,563.7337956,Original,Sub-Saharan Africa,Lower middle income,"The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 1994-2023. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors.",Angola
121,2001,Angola,AGO,0.136014,Original,29.48041810254556,High Growth,,533.5862024,Original,Sub-Saharan Africa,Lower middle income,"The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 1994-2023. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors.",Angola
